[2026-08-24 19:30:01.859494][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=13 transport_handle=13 opcode=1 direct=2 segments=108 bytes=7962624 submitted_ts_us=1787571001859492 manager_execute_async_ts_us=1787571001859276 backend_execute_async_ts_us=1787571001859298 manager_to_backend_execute_async_us=22 submit_us=214 [4173,4187][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:30:01.859777][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=13 transport_handle=13 opcode=1 direct=2 segments=108 bytes=7962624 status=1 api_status=0 submitted_ts_us=1787571001859492 completed_ts_us=1787571001859775 manager_get_status_ts_us=1787571001859748 backend_query_ts_us=1787571001859759 submit_us=214 transfer_us=283 manager_to_backend_query_us=11 total_us=497 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:30:01.859800][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4502 handle=14 transport_handle=14 opcode=1 direct=2 segments=108 bytes=7962624 submitted_ts_us=1787571001859799 manager_execute_async_ts_us=1787571001859549 backend_execute_async_ts_us=1787571001859572 manager_to_backend_execute_async_us=23 submit_us=249 [4173,4187][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:30:01.859961][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=15 transport_handle=15 opcode=1 direct=2 segments=1 bytes=63 submitted_ts_us=1787571001859959 manager_execute_async_ts_us=1787571001859830 backend_execute_async_ts_us=1787571001859845 manager_to_backend_execute_async_us=15 submit_us=129 [4173,4186][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:30:01.860007][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=15 transport_handle=15 opcode=1 direct=2 segments=1 bytes=63 status=1 api_status=0 submitted_ts_us=1787571001859959 completed_ts_us=1787571001860006 manager_get_status_ts_us=1787571001859974 backend_query_ts_us=1787571001859988 submit_us=129 transfer_us=46 manager_to_backend_query_us=14 total_us=175 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:30:01.860018][UC][I] [PERF] component=drampool event=request_done request_id=4 opcode=2 peer=127.0.0.1:4501 batch_size=108 data_bytes=7962624 failed_items=0 status=SUCCESS failed_stage=NONE received_ts_us=1787571001859210 worker_started_ts_us=1787571001859230 data_transfer_submitted_ts_us=1787571001859523 data_transfer_completed_ts_us=1787571001859794 response_submitted_ts_us=1787571001859972 completed_ts_us=1787571001860014 data_tm_execute_async_ts_us=1787571001859276 data_hixl_execute_async_ts_us=1787571001859298 data_tm_get_status_ts_us=1787571001859748 data_hixl_query_handle_ts_us=1787571001859759 response_tm_execute_async_ts_us=1787571001859830 response_hixl_execute_async_ts_us=1787571001859845 response_tm_get_status_ts_us=1787571001859974 response_hixl_query_handle_ts_us=1787571001859988 request_queue_us=20 metadata_prepare_us=42 taskworker_prepare_us=296 poller_queue_us=20 data_transfer_us=271 metadata_settle_us=33 response_slot_wait_us=1 response_submit_us=145 response_transfer_us=41 data_tm_to_hixl_execute_async_us=22 data_tm_to_hixl_query_handle_us=11 response_tm_to_hixl_execute_async_us=15 response_tm_to_hixl_query_handle_us=14 total_us=805 [4173,4186][completion_poller.cc:56,LogRequestDone]
[2026-08-24 19:30:01.860103][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4502 handle=14 transport_handle=14 opcode=1 direct=2 segments=108 bytes=7962624 status=1 api_status=0 submitted_ts_us=1787571001859799 completed_ts_us=1787571001860101 manager_get_status_ts_us=1787571001860079 backend_query_ts_us=1787571001860087 submit_us=249 transfer_us=302 manager_to_backend_query_us=8 total_us=551 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:30:01.860228][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4502 handle=16 transport_handle=16 opcode=1 direct=2 segments=1 bytes=63 submitted_ts_us=1787571001860227 manager_execute_async_ts_us=1787571001860123 backend_execute_async_ts_us=1787571001860133 manager_to_backend_execute_async_us=10 submit_us=104 [4173,4186][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:30:01.860273][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4502 handle=16 transport_handle=16 opcode=1 direct=2 segments=1 bytes=63 status=1 api_status=0 submitted_ts_us=1787571001860227 completed_ts_us=1787571001860272 manager_get_status_ts_us=1787571001860253 backend_query_ts_us=1787571001860261 submit_us=104 transfer_us=46 manager_to_backend_query_us=8 total_us=150 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:30:01.860283][UC][I] [PERF] component=drampool event=request_done request_id=2 opcode=2 peer=127.0.0.1:4502 batch_size=108 data_bytes=7962624 failed_items=0 status=SUCCESS failed_stage=NONE received_ts_us=1787571001859495 worker_started_ts_us=1787571001859529 data_transfer_submitted_ts_us=1787571001859807 data_transfer_completed_ts_us=1787571001860110 response_submitted_ts_us=1787571001860234 completed_ts_us=1787571001860281 data_tm_execute_async_ts_us=1787571001859549 data_hixl_execute_async_ts_us=1787571001859572 data_tm_get_status_ts_us=1787571001860079 data_hixl_query_handle_ts_us=1787571001860087 response_tm_execute_async_ts_us=1787571001860123 response_hixl_execute_async_ts_us=1787571001860133 response_tm_get_status_ts_us=1787571001860253 response_hixl_query_handle_ts_us=1787571001860261 request_queue_us=34 metadata_prepare_us=19 taskworker_prepare_us=279 poller_queue_us=166 data_transfer_us=303 metadata_settle_us=11 response_slot_wait_us=1 response_submit_us=112 response_transfer_us=46 data_tm_to_hixl_execute_async_us=23 data_tm_to_hixl_query_handle_us=8 response_tm_to_hixl_execute_async_us=10 response_tm_to_hixl_query_handle_us=8 total_us=786 [4173,4186][completion_poller.cc:56,LogRequestDone]
